Rent,Posted On,BHK,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Listing_Title,Listing_Description,Amenities_Text,Landmarks_Text,Reviews_Text,Complaints_Text,Lease_Rules_Text,Inquiry_Text,Inspection_Notes_Text,Scam_Flag,Scam_Rationale,Cluster
9000,2022-05-12,2,770,1 out of 2,super area,"tambaram, gst road",chennai,semi-furnished,bachelors/family,2,contact owner,"2 bhk semi-furnished home in tambaram, gst road, chennai","2 bhk semi-furnished home of 770 sq ft (super area). location: tambaram, gst road, chennai. floor: 1 out of 2. bathrooms: 2. tenant preference: bachelors/family. rent: inr 9000 per month.","waste management, intercom, water supply, gated community, community hall",near hospital (1.1 km); near bank (3.8 km); near school (2.1 km); near pharmacy (2.0 km),safe area with friendly neighbors. | parking is convenient and secure. | easy access to public transport.,not_applicable,tenant must follow society by-laws. security deposit is two months rent. no smoking inside the house. maintenance charges are extra.,"looking for a 2 bhk near tambaram, gst road within inr 9000.",flooring shows normal wear. kitchen cabinets in good condition. walls need minor repainting.,no,not_applicable,1
4500,2022-05-25,1,150,ground out of 2,super area,velachery,chennai,semi-furnished,bachelors/family,1,contact owner,"1 bhk semi-furnished home in velachery, chennai","1 bhk semi-furnished home of 150 sq ft (super area). location: velachery, chennai. floor: ground out of 2. bathrooms: 1. tenant preference: bachelors/family. rent: inr 4500 per month.","lift, play area, internet ready, gym, cctv",near atm (0.7 km); near church (1.1 km),good water supply and quiet neighborhood. | easy access to public transport. | spacious rooms and good ventilation.,not_applicable,one month notice required before vacating. no smoking inside the house. security deposit is two months rent.,"want to move in next month, budget around inr 4500.",flooring shows normal wear. walls need minor repainting. electrical fittings are working properly.,no,not_applicable,1
12000,2022-05-21,2,850,ground out of 2,super area,perambur,chennai,unfurnished,family,2,contact owner,"2 bhk unfurnished home in perambur, chennai","2 bhk unfurnished home of 850 sq ft (super area). location: perambur, chennai. floor: ground out of 2. bathrooms: 2. tenant preference: family. rent: inr 12000 per month.","power backup, gated community, club house, solar lighting, gym, intercom, lift",near mosque (2.9 km); near park (2.3 km),good water supply and quiet neighborhood. | spacious rooms and good ventilation.,not_applicable,pets allowed only with prior approval. one month notice required before vacating. no smoking inside the house.,"need a unfurnished home in chennai, prefer family.",kitchen cabinets in good condition. electrical fittings are working properly. flooring shows normal wear.,no,not_applicable,1
18000,2022-06-21,2,1100,ground out of 3,carpet area,iyyappanthangal,chennai,semi-furnished,bachelors,2,contact owner,"2 bhk semi-furnished home in iyyappanthangal, chennai","2 bhk semi-furnished home of 1100 sq ft (carpet area). location: iyyappanthangal, chennai. floor: ground out of 3. bathrooms: 2. tenant preference: bachelors. rent: inr 18000 per month.","gated community, parking, play area, cctv, rainwater harvesting, lift, community hall, club house",near mall (3.9 km); near clinic (3.4 km); near park (3.1 km),maintenance is timely and professional. | parking is convenient and secure. | safe area with friendly neighbors.,not_applicable,security deposit is two months rent. one month notice required before vacating. no smoking inside the house. tenant must follow society by-laws.,"want to move in next month, budget around inr 18000.",bathrooms are clean and functional. kitchen cabinets in good condition. good natural light in living room.,no,not_applicable,1
8000,2022-06-28,2,650,ground out of 1,carpet area,"bunder garden, perambur",chennai,unfurnished,bachelors/family,1,contact owner,"2 bhk unfurnished home in bunder garden, perambur, chennai","2 bhk unfurnished home of 650 sq ft (carpet area). location: bunder garden, perambur, chennai. floor: ground out of 1. bathrooms: 1. tenant preference: bachelors/family. rent: inr 8000 per month.","lift, maintenance staff, power backup, park, gym",near hospital (2.0 km); near bus stop (2.8 km),spacious rooms and good ventilation. | parking is convenient and secure.,owner delayed returning security deposit.,no smoking inside the house. security deposit is two months rent. tenant must follow society by-laws. no loud music after 10 pm.,"need a unfurnished home in chennai, prefer bachelors/family.",bathrooms are clean and functional. flooring shows normal wear. kitchen cabinets in good condition.,yes,owner refused physical visit. | inconsistent photos and description. | unusually low rent for the area.,1
5000,2022-05-24,1,550,1 out of 1,super area,sikkarayapuram,chennai,unfurnished,bachelors/family,1,contact owner,"1 bhk unfurnished home in sikkarayapuram, chennai","1 bhk unfurnished home of 550 sq ft (super area). location: sikkarayapuram, chennai. floor: 1 out of 1. bathrooms: 1. tenant preference: bachelors/family. rent: inr 5000 per month.","maintenance staff, intercom, club house, lift, water supply, visitor parking",near mosque (3.8 km); near pharmacy (2.8 km); near metro station (3.2 km); near school (1.5 km),safe area with friendly neighbors. | good water supply and quiet neighborhood. | owner is responsive and helpful.,not_applicable,no smoking inside the house. security deposit is two months rent. one month notice required before vacating. tenant must follow society by-laws.,"need a unfurnished home in chennai, prefer bachelors/family.",good natural light in living room. bathrooms are clean and functional. electrical fittings are working properly.,no,not_applicable,1
14000,2022-05-12,2,1000,1 out of 3,super area,kanathur reddikuppam,chennai,unfurnished,bachelors/family,2,contact owner,"2 bhk unfurnished home in kanathur reddikuppam, chennai","2 bhk unfurnished home of 1000 sq ft (super area). location: kanathur reddikuppam, chennai. floor: 1 out of 3. bathrooms: 2. tenant preference: bachelors/family. rent: inr 14000 per month.","play area, maintenance staff, community hall, internet ready, cctv",near supermarket (1.5 km); near market (0.6 km); near hospital (2.0 km),good water supply and quiet neighborhood. | easy access to public transport. | parking is convenient and secure.,not_applicable,no loud music after 10 pm. pets allowed only with prior approval. one month notice required before vacating.,looking for a 2 bhk near kanathur reddikuppam within inr 14000.,bathrooms are clean and functional. flooring shows normal wear.,no,not_applicable,1
6500,2022-05-12,1,250,ground out of 5,super area,adambakkam,chennai,semi-furnished,bachelors/family,1,contact owner,"1 bhk semi-furnished home in adambakkam, chennai","1 bhk semi-furnished home of 250 sq ft (super area). location: adambakkam, chennai. floor: ground out of 5. bathrooms: 1. tenant preference: bachelors/family. rent: inr 6500 per month.","fire safety, gym, visitor parking, intercom, power backup, security",near hospital (3.7 km); near pharmacy (2.9 km),safe area with friendly neighbors. | good water supply and quiet neighborhood.,unexpected maintenance charges were added. | owner delayed returning security deposit.,security deposit is two months rent. maintenance charges are extra. pets allowed only with prior approval. tenant must follow society by-laws.,searching for a rental with parking and lift around adambakkam.,flooring shows normal wear. electrical fittings are working properly. good natural light in living room.,yes,inconsistent photos and description. | owner refused physical visit.,1
10000,2022-06-23,2,790,2 out of 2,carpet area,kovilancheri,chennai,semi-furnished,bachelors/family,2,contact owner,"2 bhk semi-furnished home in kovilancheri, chennai","2 bhk semi-furnished home of 790 sq ft (carpet area). location: kovilancheri, chennai. floor: 2 out of 2. bathrooms: 2. tenant preference: bachelors/family. rent: inr 10000 per month.","rainwater harvesting, visitor parking, maintenance staff, lift, park, solar lighting",near metro station (2.3 km); near market (2.5 km),easy access to public transport. | good water supply and quiet neighborhood. | safe area with friendly neighbors.,not_applicable,no smoking inside the house. one month notice required before vacating. security deposit is two months rent. tenant must follow society by-laws.,"want to move in next month, budget around inr 10000.",kitchen cabinets in good condition. electrical fittings are working properly. flooring shows normal wear.,no,not_applicable,1
13000,2022-04-30,2,600,1 out of 3,super area,medavakkam,chennai,semi-furnished,bachelors/family,2,contact owner,"2 bhk semi-furnished home in medavakkam, chennai","2 bhk semi-furnished home of 600 sq ft (super area). location: medavakkam, chennai. floor: 1 out of 3. bathrooms: 2. tenant preference: bachelors/family. rent: inr 13000 per month.","water supply, rainwater harvesting, solar lighting, cctv, fire safety, parking, club house, visitor parking",near mall (3.4 km); near bus stop (0.6 km),clean and well maintained building. | spacious rooms and good ventilation.,not_applicable,tenant must follow society by-laws. maintenance charges are extra. no smoking inside the house.,looking for a 2 bhk near medavakkam within inr 13000.,walls need minor repainting. bathrooms are clean and functional.,no,not_applicable,1
11200,2022-04-30,2,700,1 out of 2,super area,nanganallur,chennai,unfurnished,bachelors/family,2,contact owner,"2 bhk unfurnished home in nanganallur, chennai","2 bhk unfurnished home of 700 sq ft (super area). location: nanganallur, chennai. floor: 1 out of 2. bathrooms: 2. tenant preference: bachelors/family. rent: inr 11200 per month.","rainwater harvesting, lift, fire safety, play area, power backup, internet ready, club house, maintenance staff",near metro station (3.0 km); near mall (2.3 km); near market (1.4 km),owner is responsive and helpful. | clean and well maintained building. | safe area with friendly neighbors.,not_applicable,no smoking inside the house. tenant must follow society by-laws. security deposit is two months rent.,searching for a rental with parking and lift around nanganallur.,kitchen cabinets in good condition. electrical fittings are working properly. walls need minor repainting.,no,not_applicable,1
8900,2022-06-02,1,550,ground out of 1,carpet area,"karambakkam, porur",chennai,unfurnished,bachelors/family,1,contact owner,"1 bhk unfurnished home in karambakkam, porur, chennai","1 bhk unfurnished home of 550 sq ft (carpet area). location: karambakkam, porur, chennai. floor: ground out of 1. bathrooms: 1. tenant preference: bachelors/family. rent: inr 8900 per month.","gated community, waste management, park, play area, intercom, visitor parking, maintenance staff",near bus stop (1.8 km); near railway station (1.7 km),clean and well maintained building. | parking is convenient and secure. | maintenance is timely and professional.,not_applicable,no loud music after 10 pm. one month notice required before vacating. maintenance charges are extra.,"searching for a rental with parking and lift around karambakkam, porur.",flooring shows normal wear. walls need minor repainting.,no,not_applicable,1
