Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Description,IsSynthetic
2022-05-31,2,15000,700,1 out of 2,Carpet Area,Choolaimedu,Chennai,Unfurnished,Bachelors,2,Contact Agent,"2 BHK unfurnished home of 700 sq ft (carpet area) in Choolaimedu, Chennai. Located on 1 out of 2. Suitable for Bachelors. 2 bathroom(s). Monthly rent: INR 15000.",No
2022-05-12,2,8000,800,1 out of 2,Super Area,Kayarambedu,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 800 sq ft (super area) in Kayarambedu, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 8000.",No
2022-07-06,3,34000,2120,9 out of 18,Super Area,Siruseri,Chennai,Furnished,Bachelors/Family,3,Contact Owner,"3 BHK furnished home of 2120 sq ft (super area) in Siruseri, Chennai. Located on 9 out of 18. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 34000.",No
2022-06-22,1,7500,560,2 out of 4,Super Area,Khurunjis zinnia Apartment Homes at Thambaram west,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 560 sq ft (super area) in Khurunjis zinnia Apartment Homes at Thambaram west, Chennai. Located on 2 out of 4. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 7500.",No
2022-05-13,1,14000,420,1 out of 1,Carpet Area,Mambalam West,Chennai,Unfurnished,Bachelors,1,Contact Owner,"1 BHK unfurnished home of 420 sq ft (carpet area) in Mambalam West, Chennai. Located on 1 out of 1. Suitable for Bachelors. 1 bathroom(s). Monthly rent: INR 14000.",No
2022-06-21,2,15000,1000,1 out of 2,Built Area,"Chromepet, GST Road",Chennai,Furnished,Bachelors/Family,2,Contact Owner,"2 BHK furnished home of 1000 sq ft (built area) in Chromepet, GST Road, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 15000.",No
2022-05-20,3,21000,1330,1 out of 2,Super Area,AGS Colony-Velachery,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,"3 BHK semi-furnished home of 1330 sq ft (super area) in AGS Colony-Velachery, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 21000.",No
2022-06-22,3,12000,930,2 out of 8,Super Area,"Kelambakkam, Old Mahabalipuram Road",Chennai,Semi-Furnished,Family,2,Contact Owner,"3 BHK semi-furnished home of 930 sq ft (super area) in Kelambakkam, Old Mahabalipuram Road, Chennai. Located on 2 out of 8. Suitable for Family. 2 bathroom(s). Monthly rent: INR 12000.",No
2022-07-06,3,75000,1900,3 out of 3,Carpet Area,Gopalapuram,Chennai,Semi-Furnished,Family,3,Contact Agent,"3 BHK semi-furnished home of 1900 sq ft (carpet area) in Gopalapuram, Chennai. Located on 3 out of 3. Suitable for Family. 3 bathroom(s). Monthly rent: INR 75000.",No
2022-05-12,2,15000,1200,1 out of 3,Super Area,Pallikaranai,Chennai,Furnished,Bachelors/Family,2,Contact Owner,"2 BHK furnished home of 1200 sq ft (super area) in Pallikaranai, Chennai. Located on 1 out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 15000.",No
2022-05-12,1,6000,350,Ground out of 2,Super Area,"Tambaram, GST Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 350 sq ft (super area) in Tambaram, GST Road, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 6000.",No
2022-05-20,3,20500,1000,Ground out of 3,Super Area,Virugambakkam,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,"3 BHK semi-furnished home of 1000 sq ft (super area) in Virugambakkam, Chennai. Located on Ground out of 3. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 20500.",No
2022-07-06,2,13500,1210,14 out of 29,Super Area,"Padur, Old Mahabalipuram Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 1210 sq ft (super area) in Padur, Old Mahabalipuram Road, Chennai. Located on 14 out of 29. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 13500.",No
2022-05-06,2,10000,750,Ground out of 1,Carpet Area,Pattabiram,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 750 sq ft (carpet area) in Pattabiram, Chennai. Located on Ground out of 1. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 10000.",No
2022-07-08,3,15000,1150,1 out of 2,Carpet Area,Pallavaram,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,"3 BHK semi-furnished home of 1150 sq ft (carpet area) in Pallavaram, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 15000.",No
2022-05-16,2,11000,800,1 out of 1,Carpet Area,East Coast Road,Chennai,Unfurnished,Family,2,Contact Owner,"2 BHK unfurnished home of 800 sq ft (carpet area) in East Coast Road, Chennai. Located on 1 out of 1. Suitable for Family. 2 bathroom(s). Monthly rent: INR 11000.",No
2022-06-30,2,12000,930,1 out of 4,Carpet Area,Tiruvallur,Chennai,Furnished,Family,2,Contact Owner,"2 BHK furnished home of 930 sq ft (carpet area) in Tiruvallur, Chennai. Located on 1 out of 4. Suitable for Family. 2 bathroom(s). Monthly rent: INR 12000.",No
2022-05-15,2,15000,2800,Lower Basement out of 1,Carpet Area,Pudur,Chennai,Unfurnished,Family,2,Contact Owner,"2 BHK unfurnished home of 2800 sq ft (carpet area) in Pudur, Chennai. Located on Lower Basement out of 1. Suitable for Family. 2 bathroom(s). Monthly rent: INR 15000.",No
2022-07-06,2,20000,800,13 out of 17,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Family,2,Contact Agent,"2 BHK semi-furnished home of 800 sq ft (carpet area) in Vadapalani, Chennai. Located on 13 out of 17. Suitable for Family. 2 bathroom(s). Monthly rent: INR 20000.",No
2022-05-06,2,24000,850,Ground out of 3,Super Area,Mylapore,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 850 sq ft (super area) in Mylapore, Chennai. Located on Ground out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 24000.",No
2022-05-16,2,16000,650,2 out of 3,Super Area,Mylapore,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 650 sq ft (super area) in Mylapore, Chennai. Located on 2 out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 16000.",No
2022-06-22,2,10000,770,1 out of 2,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Unfurnished,Family,1,Contact Owner,"2 BHK unfurnished home of 770 sq ft (super area) in Perungalathur, Chennai Bypass Road, Chennai. Located on 1 out of 2. Suitable for Family. 1 bathroom(s). Monthly rent: INR 10000.",No
2022-07-08,3,30000,1800,1 out of 2,Carpet Area,"Villivakkam, Jawaharlal Nehru Road",Chennai,Semi-Furnished,Bachelors,3,Contact Owner,"3 BHK semi-furnished home of 1800 sq ft (carpet area) in Villivakkam, Jawaharlal Nehru Road, Chennai. Located on 1 out of 2. Suitable for Bachelors. 3 bathroom(s). Monthly rent: INR 30000.",No
2022-06-25,3,26000,1100,4 out of 4,Carpet Area,Jafferkhanpet,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,"3 BHK semi-furnished home of 1100 sq ft (carpet area) in Jafferkhanpet, Chennai. Located on 4 out of 4. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 26000.",No
2022-05-12,2,10000,950,2 out of 3,Super Area,Anakaputhur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 950 sq ft (super area) in Anakaputhur, Chennai. Located on 2 out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 10000.",No
2022-05-12,3,15000,1250,2 out of 3,Super Area,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"3 BHK semi-furnished home of 1250 sq ft (super area) in Iyyappanthangal, Chennai. Located on 2 out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 15000.",No
2022-06-22,1,9000,400,Ground out of 3,Super Area,Mylapore,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 400 sq ft (super area) in Mylapore, Chennai. Located on Ground out of 3. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 9000.",No
2022-07-06,2,9000,575,1 out of 2,Carpet Area,"Mappedu, Selaiyur",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 575 sq ft (carpet area) in Mappedu, Selaiyur, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 9000.",No
2022-06-08,2,15000,1234,1 out of 14,Super Area,Medavakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 1234 sq ft (super area) in Medavakkam, Chennai. Located on 1 out of 14. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 15000.",No
2022-07-05,2,12000,870,2 out of 2,Carpet Area,Ambattur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 870 sq ft (carpet area) in Ambattur, Chennai. Located on 2 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 12000.",No
2022-07-02,2,20000,1162,2 out of 4,Super Area,Velachery,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,"2 BHK semi-furnished home of 1162 sq ft (super area) in Velachery, Chennai. Located on 2 out of 4. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 20000.",No
2022-06-22,3,15000,2200,1 out of 2,Super Area,Irumbuliyur,Chennai,Unfurnished,Bachelors,3,Contact Owner,"3 BHK unfurnished home of 2200 sq ft (super area) in Irumbuliyur, Chennai. Located on 1 out of 2. Suitable for Bachelors. 3 bathroom(s). Monthly rent: INR 15000.",No
2022-06-16,1,8000,500,1 out of 1,Super Area,Sadasiva Nagar Madipakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 500 sq ft (super area) in Sadasiva Nagar Madipakkam, Chennai. Located on 1 out of 1. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 8000.",No
2022-06-22,3,13000,900,1 out of 4,Super Area,Perambur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"3 BHK unfurnished home of 900 sq ft (super area) in Perambur, Chennai. Located on 1 out of 4. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 13000.",No
2022-07-02,1,6800,600,1 out of 3,Super Area,New Perungalathur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 600 sq ft (super area) in New Perungalathur, Chennai. Located on 1 out of 3. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 6800.",No
2022-06-07,2,9000,600,1 out of 3,Super Area,Ayanavaram,Chennai,Furnished,Bachelors/Family,1,Contact Owner,"2 BHK furnished home of 600 sq ft (super area) in Ayanavaram, Chennai. Located on 1 out of 3. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 9000.",No
2022-06-27,3,14000,1600,Ground out of 2,Carpet Area,Mathur,Chennai,Furnished,Bachelors/Family,3,Contact Owner,"3 BHK furnished home of 1600 sq ft (carpet area) in Mathur, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 14000.",No
2022-05-20,4,55000,2400,1 out of 3,Carpet Area,Thiruvanmiyur,Chennai,Unfurnished,Bachelors/Family,4,Contact Agent,"4 BHK unfurnished home of 2400 sq ft (carpet area) in Thiruvanmiyur, Chennai. Located on 1 out of 3. Suitable for Bachelors/Family. 4 bathroom(s). Monthly rent: INR 55000.",No
2022-07-05,3,50000,1600,2 out of 3,Carpet Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,Bachelors,3,Contact Agent,"3 BHK semi-furnished home of 1600 sq ft (carpet area) in Adyar, Sardar Patel Road, Chennai. Located on 2 out of 3. Suitable for Bachelors. 3 bathroom(s). Monthly rent: INR 50000.",No
2022-06-14,1,8000,400,Upper Basement out of 2,Carpet Area,"Venkateshwara Nagar, Ramapuram, PH Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 400 sq ft (carpet area) in Venkateshwara Nagar, Ramapuram, PH Road, Chennai. Located on Upper Basement out of 2. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 8000.",No
2022-06-14,2,16000,1000,1 out of 3,Super Area,Kodambakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 1000 sq ft (super area) in Kodambakkam, Chennai. Located on 1 out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 16000.",No
2022-05-28,2,15000,600,8 out of 18,Carpet Area,villvam towers tnhb colony,Chennai,Unfurnished,Bachelors,2,Contact Owner,"2 BHK unfurnished home of 600 sq ft (carpet area) in villvam towers tnhb colony, Chennai. Located on 8 out of 18. Suitable for Bachelors. 2 bathroom(s). Monthly rent: INR 15000.",No
2022-06-10,2,15000,750,1 out of 2,Carpet Area,YES YES SARAS,Chennai,Unfurnished,Bachelors,2,Contact Owner,"2 BHK unfurnished home of 750 sq ft (carpet area) in YES YES SARAS, Chennai. Located on 1 out of 2. Suitable for Bachelors. 2 bathroom(s). Monthly rent: INR 15000.",No
2022-05-12,2,15000,700,1 out of 2,Super Area,Thirumullaivoyal,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 700 sq ft (super area) in Thirumullaivoyal, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 15000.",No
2022-06-02,4,75000,2200,2 out of 3,Super Area,2nd Main Road,Chennai,Semi-Furnished,Family,5,Contact Owner,"4 BHK semi-furnished home of 2200 sq ft (super area) in 2nd Main Road, Chennai. Located on 2 out of 3. Suitable for Family. 5 bathroom(s). Monthly rent: INR 75000.",No
2022-06-14,1,9000,500,Ground out of 3,Super Area,KK Nagar,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,"1 BHK semi-furnished home of 500 sq ft (super area) in KK Nagar, Chennai. Located on Ground out of 3. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 9000.",No
2022-05-06,1,6500,700,2 out of 3,Super Area,Ayappakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 700 sq ft (super area) in Ayappakkam, Chennai. Located on 2 out of 3. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 6500.",No
2022-05-06,3,17000,1480,3 out of 4,Super Area,Perumbakkam,Chennai,Furnished,Bachelors/Family,2,Contact Owner,"3 BHK furnished home of 1480 sq ft (super area) in Perumbakkam, Chennai. Located on 3 out of 4. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 17000.",No
2022-07-10,3,49000,1700,7 out of 15,Carpet Area,Sholinganallur,Chennai,Furnished,Bachelors,3,Contact Agent,"3 BHK furnished home of 1700 sq ft (carpet area) in Sholinganallur, Chennai. Located on 7 out of 15. Suitable for Bachelors. 3 bathroom(s). Monthly rent: INR 49000.",No
2022-05-06,2,15000,830,Ground out of 2,Super Area,Mangadu,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 830 sq ft (super area) in Mangadu, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 15000.",No
2022-06-23,3,25000,1425,2 out of 14,Carpet Area,"Perungalathur, Chennai Bypass Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"3 BHK semi-furnished home of 1425 sq ft (carpet area) in Perungalathur, Chennai Bypass Road, Chennai. Located on 2 out of 14. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 25000.",No
2022-07-06,3,40000,1550,1 out of 3,Carpet Area,Mandaiveli,Chennai,Unfurnished,Bachelors,3,Contact Agent,"3 BHK unfurnished home of 1550 sq ft (carpet area) in Mandaiveli, Chennai. Located on 1 out of 3. Suitable for Bachelors. 3 bathroom(s). Monthly rent: INR 40000.",No
2022-04-30,1,8000,200,Ground out of 2,Super Area,Annanagar East,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,"1 BHK semi-furnished home of 200 sq ft (super area) in Annanagar East, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 8000.",No
2022-07-10,2,17500,1200,2 out of 2,Carpet Area,Anna Nagar West,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 1200 sq ft (carpet area) in Anna Nagar West, Chennai. Located on 2 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 17500.",No
2022-07-08,3,11000,800,Ground out of 3,Super Area,Medavakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"3 BHK semi-furnished home of 800 sq ft (super area) in Medavakkam, Chennai. Located on Ground out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 11000.",No
2022-06-04,3,8500,1261,3 out of 4,Carpet Area,Thiruporur,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,"3 BHK semi-furnished home of 1261 sq ft (carpet area) in Thiruporur, Chennai. Located on 3 out of 4. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 8500.",No
2022-06-28,2,11000,425,Ground out of 2,Carpet Area,Old Washermanpet,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 425 sq ft (carpet area) in Old Washermanpet, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 11000.",No
2022-05-29,2,12500,940,10 out of 19,Super Area,Kazhipattur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 940 sq ft (super area) in Kazhipattur, Chennai. Located on 10 out of 19. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 12500.",No
2022-06-14,3,90000,2300,2 out of 4,Carpet Area,Gopalapuram,Chennai,Semi-Furnished,Bachelors,3,Contact Agent,"3 BHK semi-furnished home of 2300 sq ft (carpet area) in Gopalapuram, Chennai. Located on 2 out of 4. Suitable for Bachelors. 3 bathroom(s). Monthly rent: INR 90000.",No
2022-06-17,2,14000,700,2 out of 2,Super Area,"Thanikachalam Nagar, Ponniammanmedu",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 700 sq ft (super area) in Thanikachalam Nagar, Ponniammanmedu, Chennai. Located on 2 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 14000.",No
2022-07-06,3,150000,2400,2 out of 2,Carpet Area,"Kapaleeswarar Nagar, Neelankarai, E Coast Road",Chennai,Furnished,Bachelors/Family,3,Contact Agent,"3 BHK furnished home of 2400 sq ft (carpet area) in Kapaleeswarar Nagar, Neelankarai, E Coast Road, Chennai. Located on 2 out of 2. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 150000.",No
2022-06-07,2,25000,1145,4 out of 4,Super Area,Navalur,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,"2 BHK semi-furnished home of 1145 sq ft (super area) in Navalur, Chennai. Located on 4 out of 4. Suitable for Bachelors. 2 bathroom(s). Monthly rent: INR 25000.",No
2022-06-22,2,18000,750,1 out of 3,Super Area,"Padur, Old Mahabalipuram Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,"2 BHK semi-furnished home of 750 sq ft (super area) in Padur, Old Mahabalipuram Road, Chennai. Located on 1 out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 18000.",No
2022-05-22,3,17000,1250,1 out of 3,Super Area,"Valasaravakkam, Arcot Road",Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,"3 BHK semi-furnished home of 1250 sq ft (super area) in Valasaravakkam, Arcot Road, Chennai. Located on 1 out of 3. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 17000.",No
2022-05-08,2,8500,900,Ground out of 2,Super Area,Anakaputhur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 900 sq ft (super area) in Anakaputhur, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 8500.",No
2022-07-10,3,15000,800,1 out of 4,Carpet Area,Pudupakkam,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,"3 BHK semi-furnished home of 800 sq ft (carpet area) in Pudupakkam, Chennai. Located on 1 out of 4. Suitable for Bachelors. 2 bathroom(s). Monthly rent: INR 15000.",No
