City,Area Locality,Rent,Size,BHK,Bathroom,Furnishing Status,Tenant Preferred
chennai,porur,16000,935,2,2,unfurnished,bachelors
chennai,thoraipakkam,8500,450,1,1,unfurnished,bachelors/family
chennai,"chromepet, gst road",30000,1020,2,2,furnished,bachelors/family
chennai,kodungaiyur east,16000,1280,3,2,semi-furnished,bachelors/family
chennai,anakaputhur,5700,450,1,1,semi-furnished,family
chennai,porur,18000,1120,2,2,semi-furnished,bachelors/family
chennai,varadharajapuram,15000,1000,2,2,semi-furnished,bachelors/family
chennai,guduvancheri,7500,1000,2,2,semi-furnished,bachelors/family
chennai,"korattur, jawaharlal nehru road",9000,750,2,2,unfurnished,bachelors/family
chennai,"chetpet, ph road",13000,1000,2,2,semi-furnished,bachelors/family
chennai,triplicane,25000,1100,3,2,unfurnished,bachelors/family
chennai,thiruvanmiyur,130000,3000,3,3,furnished,bachelors/family
chennai,"kattupakkam, ph road",13000,650,2,2,semi-furnished,bachelors/family
chennai,tambaram east,20000,1500,3,3,semi-furnished,bachelors/family
chennai,"george town, ph road",18000,500,1,1,unfurnished,bachelors/family
chennai,avadi,8000,700,2,1,unfurnished,bachelors/family
chennai,"korattur, jawaharlal nehru road",16000,450,1,1,furnished,bachelors/family
chennai,choolaimedu,18000,700,2,2,unfurnished,bachelors
chennai,"okkiyam thuraipakkam, e coast road",19000,1250,2,2,semi-furnished,family
chennai,madambakkam,7500,700,2,2,unfurnished,bachelors/family
chennai,ponniammanmedu,15000,650,2,2,semi-furnished,bachelors/family
chennai,choolaimedu,19000,850,2,2,semi-furnished,bachelors/family
chennai,medavakkam,10000,750,2,2,unfurnished,bachelors
chennai,"kamaraj nagar-thiruvanmiyur, e coast road",45000,1780,3,3,semi-furnished,bachelors/family
chennai,perumbakkam,20000,980,2,2,unfurnished,bachelors/family
chennai,"alapakkam, porur",7500,700,2,2,unfurnished,bachelors/family
chennai,mahindra world city,14000,600,2,2,semi-furnished,bachelors/family
chennai,ayappakkam,5000,800,2,2,unfurnished,bachelors/family
chennai,iyyappanthangal,20000,1500,2,2,semi-furnished,bachelors/family
chennai,polacheri,15000,1402,3,3,semi-furnished,bachelors/family
chennai,t nagar,75000,1500,3,3,semi-furnished,bachelors/family
chennai,navalur,30000,1300,3,3,furnished,bachelors/family
chennai,porur,30000,1484,3,3,semi-furnished,bachelors/family
chennai,"vgp seethapathy nagar, velachery",12500,630,1,1,semi-furnished,bachelors
chennai,"chromepet, gst road",24000,1150,2,2,semi-furnished,bachelors/family
chennai,tambaram east,10000,800,2,2,unfurnished,family
chennai,saidapet,12000,600,2,2,semi-furnished,bachelors
chennai,kk nagar,45000,2200,3,3,unfurnished,bachelors/family
chennai,madambakkam,10500,950,2,2,semi-furnished,bachelors/family
chennai,pattabiram,6250,700,2,2,unfurnished,bachelors/family
chennai,sholinganallur,6000,450,1,1,semi-furnished,bachelors/family
chennai,choolaimedu,7500,150,1,1,unfurnished,bachelors
chennai,"erukkancheri, kodungaiyur west",6300,360,1,1,unfurnished,bachelors/family
chennai,mangadu,7000,750,1,1,semi-furnished,bachelors/family
chennai,madipakkam,14000,1065,2,2,semi-furnished,family
chennai,tiruvottiyur,10000,650,2,2,unfurnished,bachelors/family
chennai,iyyappanthangal,30000,1140,2,2,semi-furnished,bachelors/family
chennai,thalambur,16000,1525,3,3,semi-furnished,family
chennai,old mahabalipuram road,22000,1450,3,3,furnished,bachelors/family
chennai,siruseri,14000,1200,2,2,semi-furnished,bachelors
chennai,"purasawalkam, ph road",18000,1100,2,2,semi-furnished,bachelors/family
chennai,ponniammanmedu,10500,700,2,2,semi-furnished,family
chennai,"re nagar, porur",6000,600,1,1,unfurnished,family
chennai,indira colony,20000,1200,3,2,unfurnished,bachelors/family
chennai,alwarpet,90000,2100,3,3,unfurnished,bachelors
chennai,"potheri, kattankulathur",13500,950,2,2,semi-furnished,bachelors/family
chennai,jalladian pet,7000,800,1,1,semi-furnished,bachelors/family
chennai,ambattur,12500,900,2,2,unfurnished,bachelors
chennai,kodambakkam,15000,805,2,2,semi-furnished,bachelors/family
chennai,"vetri nagar, perambur",14000,800,2,2,unfurnished,bachelors
chennai,velachery,28000,2300,2,2,furnished,bachelors
chennai,"moulivakkam, moulivakkam",9500,1200,2,2,semi-furnished,bachelors/family
chennai,"ayyappa nagar, pallavaram",16000,1200,3,2,semi-furnished,bachelors/family
chennai,perungudi,120000,4000,4,4,semi-furnished,bachelors
chennai,oragadam,20000,1500,3,2,unfurnished,bachelors/family
chennai,pallavaram,21000,500,1,1,furnished,bachelors/family
chennai,velachery,22000,1050,2,2,semi-furnished,bachelors/family
chennai,"adyar, sardar patel road",120000,2550,4,4,semi-furnished,bachelors
chennai,kilpauk,15000,650,2,2,unfurnished,bachelors
chennai,kovur,5000,800,1,1,unfurnished,bachelors/family
chennai,iyyappanthangal,15000,1000,2,2,unfurnished,bachelors/family
chennai,choolaimedu,19000,900,2,2,semi-furnished,bachelors/family
chennai,"adyar, sardar patel road",37500,1475,3,3,semi-furnished,bachelors/family
chennai,mogappair west,8000,360,1,1,semi-furnished,bachelors/family
chennai,"adyar, sardar patel road",45000,1600,3,3,unfurnished,bachelors/family
chennai,perumbakkam,5000,550,1,1,unfurnished,bachelors/family
chennai,kolathur,30000,1800,3,2,unfurnished,bachelors
chennai,"kesari nagar, adambakkam",17000,1000,2,2,unfurnished,bachelors/family
chennai,karapakkam,15000,700,2,2,furnished,bachelors/family
chennai,thirunagar,3500,500,1,1,semi-furnished,bachelors/family
chennai,"korattur, jawaharlal nehru road",25000,1132,3,2,semi-furnished,bachelors/family
chennai,old mahabalipuram road,17000,1400,3,3,semi-furnished,bachelors/family
chennai,"valasaravakkam, arcot road",50000,3300,5,5,semi-furnished,bachelors/family
chennai,chembarambakkam,22000,1400,3,3,semi-furnished,bachelors/family
chennai,ambattur,12000,800,2,2,semi-furnished,bachelors/family
chennai,pudupakkam,10000,80,3,2,semi-furnished,bachelors/family
chennai,"kelambakkam, old mahabalipuram road",10000,1000,3,3,semi-furnished,bachelors/family
chennai,vadapalani,26000,1020,2,2,semi-furnished,bachelors/family
chennai,"vengaivasal, medavakkam",9000,500,2,2,furnished,bachelors/family
chennai,keelkattalai,12000,900,2,2,furnished,bachelors/family
chennai,58 block,8500,600,2,1,unfurnished,bachelors/family
chennai,old mahabalipuram road,7000,1100,2,2,unfurnished,bachelors/family
chennai,mahindra city,12000,1200,2,3,unfurnished,family
chennai,old washermanpet,12000,650,2,2,unfurnished,bachelors/family
chennai,velachery,26000,900,2,2,semi-furnished,bachelors/family
chennai,ambattur railway station,13000,100,3,2,unfurnished,bachelors/family
chennai,nandanam extension,30000,1100,2,2,unfurnished,bachelors/family
chennai,pallavaram,30000,585,2,2,unfurnished,bachelors/family
chennai,madipakkam,12000,740,2,2,unfurnished,bachelors/family
chennai,guindy,10000,550,1,1,unfurnished,bachelors/family
chennai,"villivakkam, jawaharlal nehru road",13000,786,2,2,furnished,bachelors/family
chennai,irumbuliyur,13000,1100,2,2,unfurnished,family
chennai,virugambakkam,40000,1500,3,3,semi-furnished,bachelors
chennai,mahindra world city,25000,1440,3,3,semi-furnished,bachelors/family
chennai,ayanavaram,8000,700,1,1,semi-furnished,bachelors/family
chennai,kallikuppam,6000,450,1,1,unfurnished,bachelors/family
chennai,velachery,17000,1200,3,2,semi-furnished,bachelors/family
chennai,old mahabalipuram road,17000,1785,3,3,semi-furnished,family
chennai,kovilambakkam,15000,1050,2,2,semi-furnished,bachelors/family
chennai,"tirumudivakkam, thiruvanmiyur",8500,700,2,1,semi-furnished,bachelors/family
chennai,"suriyammapet, saidapet",8500,450,2,1,unfurnished,bachelors/family
chennai,"moulivakkam, moulivakkam",11000,803,2,2,semi-furnished,bachelors/family
chennai,in saligramam,60000,1800,3,3,semi-furnished,bachelors
chennai,selaiyur,18000,985,2,2,unfurnished,bachelors
chennai,thoraipakkam,70000,2880,4,3,semi-furnished,bachelors
chennai,madambakkam,10000,850,2,2,unfurnished,bachelors
chennai,independent apartment dhandeeshwatam nagar velachery,20000,1100,3,2,unfurnished,bachelors/family
chennai,madipakkam,16000,1100,2,2,semi-furnished,bachelors/family
chennai,"tambaram, gst road",10000,1500,2,2,furnished,bachelors/family
chennai,"egmore, ph road",100000,1975,3,3,semi-furnished,family
chennai,"saraswathi nagar-neelankarai, neelankarai, e coast road",7000,400,1,1,unfurnished,bachelors/family
chennai,adambakkam,17000,914,2,2,semi-furnished,bachelors/family
chennai,velachery,17000,1000,2,2,semi-furnished,bachelors/family
chennai,teynampet,39000,1170,3,2,semi-furnished,bachelors/family
chennai,mugalivakkam,6500,350,1,1,unfurnished,bachelors/family
chennai,bhel nagar-medavakkam,15000,1120,3,2,unfurnished,bachelors
chennai,"puzhuthivakkam, madipakkam",17000,1100,2,2,unfurnished,bachelors/family
chennai,thiruverkkadu,6800,500,1,1,unfurnished,bachelors/family
chennai,nungambakkam,110000,1435,3,3,furnished,bachelors/family
chennai,arumbakkam,8500,200,1,1,semi-furnished,bachelors/family
chennai,nungambakkam,65000,1444,3,3,semi-furnished,bachelors
chennai,kilpauk,7500,350,1,1,semi-furnished,bachelors/family
chennai,perumbakkam,10000,800,2,2,semi-furnished,bachelors/family
chennai,ram nagar-nanganallur,34000,1503,3,2,semi-furnished,family
chennai,selaiyur,17000,1200,3,3,unfurnished,bachelors/family
chennai,"loganathan colony, mylapore",23000,900,3,2,unfurnished,bachelors
chennai,iyyappanthangal,17000,625,1,1,semi-furnished,bachelors/family
chennai,vandalur,8500,860,2,2,semi-furnished,bachelors/family
chennai,"chromepet, gst road",10000,960,2,2,unfurnished,bachelors/family
chennai,"perungalathur, chennai bypass road",8000,550,2,1,unfurnished,bachelors
chennai,"egmore, ph road",30000,1000,3,3,semi-furnished,bachelors/family
chennai,vadapalani,15000,520,1,1,semi-furnished,bachelors/family
chennai,arumbakkam,25000,1500,3,2,unfurnished,bachelors/family
chennai,kolathur,16500,966,2,2,semi-furnished,bachelors/family
chennai,semmancheri,40000,1400,3,3,semi-furnished,bachelors/family
chennai,sriperumbudur,15000,1300,3,2,semi-furnished,bachelors/family
chennai,pudupakkam,12000,1062,3,2,semi-furnished,bachelors/family
chennai,thoraipakkam,35000,1850,3,3,semi-furnished,bachelors
chennai,ambattur,8000,600,2,2,unfurnished,bachelors/family
chennai,poonamallee,11000,1000,2,2,semi-furnished,bachelors/family
chennai,washermanpet,20000,1065,3,3,semi-furnished,bachelors/family
chennai,"kattupakkam, ph road",17000,950,3,3,unfurnished,bachelors
chennai,chitlapakkam,9000,740,2,2,unfurnished,family
chennai,ashok nagar,16500,700,2,2,semi-furnished,bachelors/family
chennai,thiruneermalai,12000,880,2,2,unfurnished,family
chennai,"padur, old mahabalipuram road",12500,890,2,2,unfurnished,bachelors
chennai,besant nagar,25000,1100,2,2,unfurnished,bachelors/family
chennai,ambattur,15000,700,2,2,furnished,bachelors/family
chennai,old mahabalipuram road,14000,1155,3,2,unfurnished,bachelors/family
chennai,"r.a puram, mandaiveli",72000,1500,3,3,semi-furnished,bachelors
chennai,ambattur,10000,550,1,1,unfurnished,bachelors/family
chennai,mogappair east,17000,1000,2,2,semi-furnished,bachelors/family
chennai,choolaimedu,12000,550,2,2,unfurnished,bachelors/family
chennai,mrc nagar,72000,2900,3,3,semi-furnished,bachelors
chennai,sholinganallur,26000,2100,3,2,semi-furnished,bachelors/family
chennai,"perungalathur, chennai bypass road",10500,1000,2,2,unfurnished,bachelors/family
chennai,anakaputhur,15000,800,2,1,unfurnished,bachelors/family
chennai,"valasaravakkam, arcot road",8500,900,2,1,unfurnished,bachelors
chennai,kovilambakkam,10000,800,2,2,semi-furnished,bachelors/family
chennai,poonamallee,10000,1015,2,3,semi-furnished,bachelors/family
chennai,"urapakkam, vandalur r.f, gst road",25000,1700,3,3,semi-furnished,bachelors/family
chennai,madambakkam,10000,850,1,1,unfurnished,bachelors/family
chennai,porur,13000,1260,2,3,semi-furnished,bachelors/family
chennai,nanganallur,16000,800,2,2,semi-furnished,bachelors/family
chennai,5000,5000,550,1,1,unfurnished,bachelors/family
chennai,"ask nagar, adambakkam",9500,800,2,2,semi-furnished,bachelors/family
chennai,nesapakkam,18000,1200,3,2,semi-furnished,bachelors
chennai,selaiyur,24000,1570,3,3,semi-furnished,bachelors/family
chennai,mangadu,6166,570,1,1,semi-furnished,bachelors/family
chennai,anna nagar west,20000,900,2,2,semi-furnished,bachelors/family
chennai,chintadripet,13000,700,2,2,unfurnished,bachelors/family
chennai,"villivakkam, jawaharlal nehru road",8000,500,1,1,unfurnished,bachelors/family
chennai,sholinganallur,18000,1000,2,2,unfurnished,bachelors/family
chennai,mambalam west,20000,700,2,2,unfurnished,bachelors/family
chennai,velachery,14000,690,2,1,unfurnished,bachelors/family
chennai,mogappair east,15000,100,2,2,semi-furnished,family
chennai,"chromepet, gst road",25000,1200,3,3,semi-furnished,bachelors/family
chennai,nungambakkam,26000,1200,2,2,semi-furnished,bachelors
chennai,mudichur,9000,800,2,2,unfurnished,bachelors/family
chennai,"kelambakkam, old mahabalipuram road",15000,1157,3,3,unfurnished,bachelors/family
chennai,velachery,15000,780,2,2,semi-furnished,bachelors/family
chennai,kellys,130000,2792,3,5,furnished,bachelors/family
chennai,pallikaranai,7500,500,1,1,unfurnished,bachelors/family
chennai,perumbakkam,9500,750,2,2,unfurnished,bachelors/family
chennai,besant nagar,60000,1800,6,6,furnished,bachelors/family
chennai,koyambedu,7000,500,1,1,semi-furnished,bachelors/family
chennai,mangadu,23000,1153,2,2,semi-furnished,family
chennai,anna nagar,18000,500,1,1,furnished,bachelors/family
chennai,"kelambakkam, old mahabalipuram road",18000,1000,3,2,unfurnished,bachelors/family
chennai,"madhavaram, guntur chennai highway",6000,510,1,1,unfurnished,bachelors/family
chennai,keelkattalai,13000,730,2,2,semi-furnished,family
chennai,velachery,15000,950,2,2,unfurnished,bachelors/family
chennai,"santhosapuram, medavakkam",10000,730,2,2,semi-furnished,bachelors/family
chennai,"madhavaram, guntur chennai highway",22000,1400,3,2,semi-furnished,bachelors/family
chennai,poonamallee,10000,900,2,2,semi-furnished,bachelors/family
chennai,pallikaranai,6500,506,1,1,unfurnished,bachelors/family
chennai,thandalam,7000,749,2,2,unfurnished,bachelors/family
chennai,t nagar,18000,520,1,1,semi-furnished,bachelors/family
chennai,padapai,7000,850,2,2,unfurnished,bachelors/family
chennai,"lake area, nungambakkam",22000,1000,2,2,semi-furnished,family
chennai,"kundrathur, pallavaram kundrathur main road",7000,600,1,1,unfurnished,bachelors
chennai,kailasapuram-mylapore,15000,1900,1,1,semi-furnished,bachelors/family
chennai,"rajakilpakkam, selaiyur",8000,600,2,1,semi-furnished,bachelors/family
chennai,selaiyur,7000,500,1,1,unfurnished,bachelors/family
chennai,pammal,9000,550,1,1,unfurnished,bachelors/family
chennai,medavakkam,9800,1200,2,2,unfurnished,bachelors/family
chennai,sspdl mayfair,14500,1107,3,2,semi-furnished,bachelors/family
chennai,iyyappanthangal,15000,550,1,1,semi-furnished,bachelors/family
chennai,iyyappanthangal,22000,1150,2,2,semi-furnished,bachelors/family
chennai,"subramaniya swamy nagar, valasaravakkam, arcot road",9000,600,2,2,unfurnished,bachelors/family
chennai,perambur,18000,1235,3,2,semi-furnished,bachelors/family
chennai,tharamani,8500,600,1,2,unfurnished,bachelors/family
chennai,"perungalathur, chennai bypass road",6500,400,1,2,semi-furnished,bachelors/family
chennai,nandambakkam,40000,1400,3,3,semi-furnished,bachelors/family
chennai,royapettah,17000,800,3,2,unfurnished,bachelors/family
chennai,maduravoyal,12000,700,2,2,unfurnished,bachelors/family
chennai,anna nagar,30000,900,2,2,semi-furnished,bachelors/family
chennai,rani anna nagar,4000,400,1,1,unfurnished,bachelors/family
chennai,banu nagar,14000,850,2,2,furnished,bachelors/family
chennai,g s t road,25000,1415,3,2,furnished,bachelors/family
chennai,thiruvanmiyur,8000,281,1,1,unfurnished,bachelors/family
chennai,arumbakkam,12500,600,1,1,furnished,bachelors/family
chennai,navalur,100000,6000,5,4,semi-furnished,bachelors/family
chennai,perambur,14000,1050,2,2,unfurnished,bachelors
chennai,"bharath nagar, porur",7500,390,1,1,unfurnished,bachelors/family
chennai,chettipunniyam,17500,950,3,2,semi-furnished,bachelors/family
chennai,sholinganallur,27000,1500,3,3,semi-furnished,family
chennai,"purasawalkam, ph road",16500,200,2,2,unfurnished,bachelors/family
chennai,madipakkam,12000,926,2,2,semi-furnished,bachelors/family
chennai,gandhi nagar adyar,45000,1700,3,3,semi-furnished,bachelors
chennai,"kamakoti nagar, pallikaranai",15000,1068,2,2,semi-furnished,family
chennai,"ttk nagar, tambaram",14000,1800,3,3,semi-furnished,family
chennai,mambalam west,17000,590,2,2,semi-furnished,bachelors/family
chennai,virugambakkam,34999,1400,3,3,semi-furnished,bachelors/family
chennai,mahindra world city,7000,550,1,1,semi-furnished,bachelors/family
chennai,semmancheri,10500,520,1,1,semi-furnished,bachelors/family
chennai,"valasaravakkam, arcot road",15000,900,2,2,semi-furnished,bachelors/family
chennai,nanmangalam,10000,700,2,2,semi-furnished,bachelors/family
chennai,medavakkam,7000,400,1,1,semi-furnished,bachelors/family
chennai,mylapore,200000,2280,4,4,semi-furnished,bachelors/family
chennai,medavakkam,12000,826,2,2,semi-furnished,bachelors/family
chennai,sembakkam,10000,1050,2,2,semi-furnished,bachelors/family
chennai,alandur,15000,700,2,2,semi-furnished,bachelors/family
chennai,thoraipakkam,19000,800,2,2,semi-furnished,bachelors/family
chennai,"old pallavaram, alandur",25000,850,2,2,furnished,bachelors/family
chennai,t nagar,10000,502,1,1,unfurnished,bachelors/family
chennai,nest bliss sholinganallur,13000,925,2,2,unfurnished,bachelors
chennai,kolathur,12500,500,2,1,unfurnished,bachelors/family
chennai,adambakkam,10000,950,2,2,unfurnished,bachelors/family
chennai,mogappair east,16000,930,2,2,semi-furnished,bachelors/family
chennai,menambedu,11000,950,2,2,semi-furnished,family
chennai,"devi karumariamman nagar, velachery",13000,800,2,2,semi-furnished,bachelors/family
chennai,"neelankarai, e coast road",15000,950,2,1,semi-furnished,family
